order_id,customer_id,category,order_amount,order_date,returned,discount_pct
51,1151,electronics,2.78,2024-01-05 04:00:00,0,5
52,1038,clothing,174.96,2024-01-05 06:00:00,0,0
53,1072,clothing,27.05,2024-01-05 08:00:00,0,10
54,1093,sports,26.55,2024-01-05 10:00:00,0,10
55,1099,home,90.53,2024-01-05 12:00:00,0,15
56,1008,clothing,157.03,2024-01-05 14:00:00,0,0
57,1109,home,65.38,2024-01-05 16:00:00,0,10
58,1030,home,22.12,2024-01-05 18:00:00,0,20
59,1148,clothing,8.74,2024-01-05 20:00:00,0,5
60,1136,books,43.21,2024-01-05 22:00:00,0,20
61,1184,sports,6.18,2024-01-06 00:00:00,0,15
62,1148,books,152.4,2024-01-06 02:00:00,1,10
63,1073,electronics,27.76,2024-01-06 04:00:00,0,20
64,1193,home,103.4,2024-01-06 06:00:00,0,20
65,1082,books,130.93,2024-01-06 08:00:00,0,5
66,1065,books,68.66,2024-01-06 10:00:00,0,20
67,1181,home,105.86,2024-01-06 12:00:00,0,0
68,1074,sports,66.76,2024-01-06 14:00:00,0,0
69,1015,clothing,34.01,2024-01-06 16:00:00,1,0
70,1093,books,100.78,2024-01-06 18:00:00,0,5
71,1159,electronics,93.42,2024-01-06 20:00:00,0,20
72,1037,home,12.23,2024-01-06 22:00:00,0,15
73,1092,books,113.46,2024-01-07 00:00:00,1,15
74,1025,clothing,35.98,2024-01-07 02:00:00,0,0
75,1137,home,214.59,2024-01-07 04:00:00,0,10
76,1095,books,147.92,2024-01-07 06:00:00,0,5
77,1066,books,57.79,2024-01-07 08:00:00,0,10
78,1045,books,74.9,2024-01-07 10:00:00,0,5
79,1112,clothing,11.33,2024-01-07 12:00:00,0,5
80,1133,electronics,53.95,2024-01-07 14:00:00,0,20
81,1188,sports,46.77,2024-01-07 16:00:00,0,10
82,1087,electronics,36.81,2024-01-07 18:00:00,1,10
83,1032,clothing,49.12,2024-01-07 20:00:00,0,0
84,1166,home,331.69,2024-01-07 22:00:00,1,15
85,1125,electronics,12.04,2024-01-08 00:00:00,0,10
86,1140,home,7.21,2024-01-08 02:00:00,0,5
87,1019,home,48.03,2024-01-08 04:00:00,0,15
88,1062,home,32.06,2024-01-08 06:00:00,0,0
89,1153,clothing,82.96,2024-01-08 08:00:00,0,10
90,1166,electronics,22.46,2024-01-08 10:00:00,0,20
91,1087,sports,155.01,2024-01-08 12:00:00,0,10
92,1160,clothing,131.38,2024-01-08 14:00:00,0,0
93,1168,sports,16.62,2024-01-08 16:00:00,1,5
94,1077,electronics,10.78,2024-01-08 18:00:00,0,0
95,1179,electronics,90.59,2024-01-08 20:00:00,0,10
96,1057,home,2.7,2024-01-08 22:00:00,0,5
97,1047,sports,24.5,2024-01-09 00:00:00,0,0
98,1136,sports,160.72,2024-01-09 02:00:00,0,15
99,1127,home,10.94,2024-01-09 04:00:00,0,0
100,1027,clothing,68.91,2024-01-09 06:00:00,0,5
101,1166,sports,49.86,2024-01-09 08:00:00,0,20
102,1039,home,266.04,2024-01-09 10:00:00,0,0
103,1160,electronics,36.5,2024-01-09 12:00:00,0,5
104,1001,electronics,135.66,2024-01-09 14:00:00,0,5
105,1159,sports,188.74,2024-01-09 16:00:00,0,10
106,1157,clothing,13.07,2024-01-09 18:00:00,0,5
107,1156,home,51.98,2024-01-09 20:00:00,0,20
108,1132,electronics,59.58,2024-01-09 22:00:00,0,0
109,1094,clothing,51.36,2024-01-10 00:00:00,0,20
110,1141,clothing,139.66,2024-01-10 02:00:00,0,10
111,1055,clothing,4.08,2024-01-10 04:00:00,0,0
112,1156,home,21.56,2024-01-10 06:00:00,0,0
113,1111,sports,16.91,2024-01-10 08:00:00,0,0
114,1091,sports,7.03,2024-01-10 10:00:00,0,5
115,1101,home,20.73,2024-01-10 12:00:00,1,5
116,1113,clothing,30.45,2024-01-10 14:00:00,0,15
117,1007,sports,31.36,2024-01-10 16:00:00,0,5
118,1027,books,2.49,2024-01-10 18:00:00,0,15
119,1049,books,58.22,2024-01-10 20:00:00,0,5
120,1022,home,13.84,2024-01-10 22:00:00,0,5
121,1087,home,42.3,2024-01-11 00:00:00,0,5
122,1133,sports,52.24,2024-01-11 02:00:00,0,5
123,1130,books,72.35,2024-01-11 04:00:00,0,20
124,1094,home,38.14,2024-01-11 06:00:00,0,5
125,1171,home,6.9,2024-01-11 08:00:00,0,5
126,1113,clothing,0.95,2024-01-11 10:00:00,0,20
127,1015,clothing,39.9,2024-01-11 12:00:00,0,15
128,1152,home,126.9,2024-01-11 14:00:00,0,0
129,1114,electronics,279.98,2024-01-11 16:00:00,0,20
130,1126,clothing,105.0,2024-01-11 18:00:00,0,0
131,1113,home,35.44,2024-01-11 20:00:00,0,0
132,1110,sports,214.0,2024-01-11 22:00:00,0,10
133,1018,books,191.8,2024-01-12 00:00:00,0,15
134,1111,clothing,116.24,2024-01-12 02:00:00,1,0
135,1158,books,197.36,2024-01-12 04:00:00,0,15
136,1060,home,109.94,2024-01-12 06:00:00,0,0
137,1120,books,59.59,2024-01-12 08:00:00,0,15
138,1006,electronics,123.94,2024-01-12 10:00:00,0,0
139,1069,books,79.56,2024-01-12 12:00:00,0,10
140,1087,books,183.46,2024-01-12 14:00:00,0,15
141,1196,home,19.66,2024-01-12 16:00:00,0,5
142,1042,sports,12.0,2024-01-12 18:00:00,0,15
143,1055,sports,48.75,2024-01-12 20:00:00,0,15
144,1081,home,9.65,2024-01-12 22:00:00,1,15
145,1198,clothing,49.91,2024-01-13 00:00:00,0,5
146,1170,books,90.76,2024-01-13 02:00:00,0,15
147,1006,electronics,152.48,2024-01-13 04:00:00,0,15
148,1046,sports,279.96,2024-01-13 06:00:00,1,5
149,1164,sports,30.33,2024-01-13 08:00:00,0,15
150,1011,sports,38.56,2024-01-13 10:00:00,0,20
151,1171,clothing,35.01,2024-01-13 12:00:00,0,20
152,1056,clothing,3.74,2024-01-13 14:00:00,0,15
153,1183,sports,13.86,2024-01-13 16:00:00,0,15
154,1058,books,8.51,2024-01-13 18:00:00,0,20
155,1086,home,65.87,2024-01-13 20:00:00,0,5
156,1132,books,44.82,2024-01-13 22:00:00,0,15
157,1025,books,224.69,2024-01-14 00:00:00,0,0
158,1111,home,2.27,2024-01-14 02:00:00,1,5
159,1101,sports,25.48,2024-01-14 04:00:00,0,20
160,1156,clothing,40.41,2024-01-14 06:00:00,0,5
161,1199,sports,72.84,2024-01-14 08:00:00,1,20
162,1132,clothing,20.98,2024-01-14 10:00:00,0,10
163,1081,books,29.96,2024-01-14 12:00:00,0,5
164,1081,sports,21.32,2024-01-14 14:00:00,0,0
165,1083,sports,92.07,2024-01-14 16:00:00,0,10
166,1162,sports,21.05,2024-01-14 18:00:00,0,10
167,1064,clothing,99.39,2024-01-14 20:00:00,0,10
168,1033,sports,99.88,2024-01-14 22:00:00,0,0
169,1066,sports,60.82,2024-01-15 00:00:00,0,5
170,1004,sports,29.22,2024-01-15 02:00:00,0,0
171,1021,electronics,9.38,2024-01-15 04:00:00,0,5
172,1018,home,45.26,2024-01-15 06:00:00,0,20
173,1154,sports,89.83,2024-01-15 08:00:00,0,0
174,1144,home,761.45,2024-01-15 10:00:00,1,15
175,1139,clothing,29.85,2024-01-15 12:00:00,0,0
176,1092,home,11.48,2024-01-15 14:00:00,0,10
177,1143,electronics,7.27,2024-01-15 16:00:00,0,20
178,1032,books,177.43,2024-01-15 18:00:00,0,5
179,1180,home,54.92,2024-01-15 20:00:00,0,0
180,1100,books,28.24,2024-01-15 22:00:00,0,10
181,1187,home,46.9,2024-01-16 00:00:00,0,5
182,1030,clothing,32.53,2024-01-16 02:00:00,1,20
183,1099,home,44.3,2024-01-16 04:00:00,1,20
184,1139,home,77.95,2024-01-16 06:00:00,0,15
185,1099,home,20.41,2024-01-16 08:00:00,0,15
186,1089,clothing,107.89,2024-01-16 10:00:00,0,15
187,1033,clothing,126.32,2024-01-16 12:00:00,0,15
188,1076,clothing,11.58,2024-01-16 14:00:00,0,10
189,1047,books,12.61,2024-01-16 16:00:00,0,20
190,1060,books,45.31,2024-01-16 18:00:00,0,5
191,1136,clothing,108.78,2024-01-16 20:00:00,0,0
192,1126,books,35.88,2024-01-16 22:00:00,0,15
193,1121,clothing,411.02,2024-01-17 00:00:00,0,15
194,1072,clothing,131.63,2024-01-17 02:00:00,0,20
195,1191,home,4.32,2024-01-17 04:00:00,0,5
196,1017,sports,70.1,2024-01-17 06:00:00,0,10
197,1068,clothing,106.05,2024-01-17 08:00:00,0,10
198,1023,sports,10.91,2024-01-17 10:00:00,0,5
199,1067,books,151.11,2024-01-17 12:00:00,0,15
200,1192,electronics,19.66,2024-01-17 14:00:00,0,10
201,1073,clothing,18.66,2024-01-17 16:00:00,0,15
202,1181,electronics,75.26,2024-01-17 18:00:00,1,10
203,1099,electronics,5.3,2024-01-17 20:00:00,0,5
204,1139,clothing,83.52,2024-01-17 22:00:00,0,20
205,1091,books,22.42,2024-01-18 00:00:00,0,10
206,1053,home,19.12,2024-01-18 02:00:00,0,15
207,1152,electronics,96.35,2024-01-18 04:00:00,1,10
208,1193,sports,54.71,2024-01-18 06:00:00,0,5
209,1052,clothing,101.42,2024-01-18 08:00:00,0,20
210,1155,electronics,62.7,2024-01-18 10:00:00,0,5
211,1052,home,171.4,2024-01-18 12:00:00,0,20
212,1143,home,127.36,2024-01-18 14:00:00,0,10
213,1157,home,39.3,2024-01-18 16:00:00,0,0
214,1089,electronics,83.68,2024-01-18 18:00:00,0,0
215,1147,electronics,9.8,2024-01-18 20:00:00,0,20
216,1054,clothing,96.38,2024-01-18 22:00:00,0,10
217,1015,books,9.31,2024-01-19 00:00:00,0,5
218,1019,sports,1.46,2024-01-19 02:00:00,1,20
219,1089,clothing,41.22,2024-01-19 04:00:00,1,15
220,1180,electronics,34.84,2024-01-19 06:00:00,0,15
221,1025,sports,90.91,2024-01-19 08:00:00,0,15
222,1091,electronics,6.82,2024-01-19 10:00:00,0,0
223,1140,electronics,183.31,2024-01-19 12:00:00,0,0
224,1040,books,146.66,2024-01-19 14:00:00,0,15
225,1144,books,221.8,2024-01-19 16:00:00,0,0
226,1061,home,8.0,2024-01-19 18:00:00,0,15
227,1161,sports,34.33,2024-01-19 20:00:00,0,0
228,1115,sports,15.01,2024-01-19 22:00:00,0,5
229,1109,clothing,19.63,2024-01-20 00:00:00,0,15
230,1035,sports,46.64,2024-01-20 02:00:00,0,15
231,1092,home,24.52,2024-01-20 04:00:00,1,15
232,1171,electronics,19.97,2024-01-20 06:00:00,0,15
233,1003,sports,35.57,2024-01-20 08:00:00,0,0
234,1151,electronics,61.07,2024-01-20 10:00:00,0,20
235,1098,books,14.8,2024-01-20 12:00:00,0,5
236,1143,home,32.44,2024-01-20 14:00:00,0,0
237,1132,clothing,50.32,2024-01-20 16:00:00,0,20
238,1086,clothing,165.29,2024-01-20 18:00:00,0,0
239,1061,books,61.42,2024-01-20 20:00:00,0,10
240,1125,sports,221.31,2024-01-20 22:00:00,0,10
241,1028,clothing,239.18,2024-01-21 00:00:00,1,15
242,1116,home,17.31,2024-01-21 02:00:00,0,0
243,1018,books,7.76,2024-01-21 04:00:00,0,0
244,1129,electronics,235.82,2024-01-21 06:00:00,0,10
245,1125,home,193.95,2024-01-21 08:00:00,0,10
246,1016,sports,331.88,2024-01-21 10:00:00,0,15
247,1151,books,114.22,2024-01-21 12:00:00,0,15
248,1083,electronics,8.51,2024-01-21 14:00:00,0,0
249,1157,electronics,75.75,2024-01-21 16:00:00,0,20
250,1008,books,60.23,2024-01-21 18:00:00,1,10
251,1035,books,139.93,2024-01-21 20:00:00,0,20
252,1098,books,17.24,2024-01-21 22:00:00,0,20
253,1037,clothing,15.23,2024-01-22 00:00:00,1,0
254,1065,books,68.0,2024-01-22 02:00:00,0,10
255,1132,clothing,10.48,2024-01-22 04:00:00,0,10
256,1028,home,11.42,2024-01-22 06:00:00,0,10
257,1135,home,185.19,2024-01-22 08:00:00,0,5
258,1020,home,218.72,2024-01-22 10:00:00,0,10
259,1035,electronics,165.27,2024-01-22 12:00:00,1,10
260,1117,sports,104.72,2024-01-22 14:00:00,0,0
261,1158,electronics,31.47,2024-01-22 16:00:00,0,5
262,1034,sports,32.26,2024-01-22 18:00:00,1,0
263,1059,electronics,149.81,2024-01-22 20:00:00,1,20
264,1185,books,280.06,2024-01-22 22:00:00,1,15
265,1197,electronics,0.4,2024-01-23 00:00:00,0,5
266,1116,electronics,386.98,2024-01-23 02:00:00,0,5
267,1089,home,16.99,2024-01-23 04:00:00,0,0
268,1069,home,141.18,2024-01-23 06:00:00,0,5
269,1122,electronics,19.28,2024-01-23 08:00:00,0,20
270,1118,sports,36.25,2024-01-23 10:00:00,0,0
271,1058,clothing,82.51,2024-01-23 12:00:00,0,0
272,1004,clothing,22.26,2024-01-23 14:00:00,0,20
273,1030,clothing,194.6,2024-01-23 16:00:00,0,10
274,1191,books,12.35,2024-01-23 18:00:00,0,0
275,1083,electronics,5.57,2024-01-23 20:00:00,0,10
276,1096,books,256.35,2024-01-23 22:00:00,0,15
277,1093,clothing,131.97,2024-01-24 00:00:00,0,5
278,1156,electronics,37.7,2024-01-24 02:00:00,1,5
279,1012,clothing,51.22,2024-01-24 04:00:00,0,15
280,1016,home,87.18,2024-01-24 06:00:00,1,10
281,1055,home,128.75,2024-01-24 08:00:00,0,20
282,1097,clothing,37.96,2024-01-24 10:00:00,0,5
283,1134,clothing,81.68,2024-01-24 12:00:00,0,5
284,1098,home,25.29,2024-01-24 14:00:00,0,0
285,1088,home,2.7,2024-01-24 16:00:00,0,15
286,1187,sports,144.93,2024-01-24 18:00:00,0,10
287,1032,sports,8.79,2024-01-24 20:00:00,0,5
288,1114,sports,1.66,2024-01-24 22:00:00,0,15
289,1108,sports,174.93,2024-01-25 00:00:00,0,5
290,1094,books,184.51,2024-01-25 02:00:00,0,0
291,1161,clothing,47.7,2024-01-25 04:00:00,0,10
292,1053,clothing,64.93,2024-01-25 06:00:00,0,10
293,1190,clothing,35.69,2024-01-25 08:00:00,0,10
294,1066,home,42.52,2024-01-25 10:00:00,0,10
295,1109,home,22.16,2024-01-25 12:00:00,0,20
296,1104,sports,19.63,2024-01-25 14:00:00,0,5
297,1169,electronics,33.13,2024-01-25 16:00:00,0,5
298,1087,books,143.44,2024-01-25 18:00:00,0,10
299,1056,clothing,256.42,2024-01-25 20:00:00,0,0
300,1004,sports,129.01,2024-01-25 22:00:00,0,0
301,1072,clothing,98.29,2024-01-26 00:00:00,0,10
302,1165,electronics,52.17,2024-01-26 02:00:00,0,10
303,1001,books,27.06,2024-01-26 04:00:00,0,15
304,1179,sports,80.33,2024-01-26 06:00:00,0,0
305,1108,sports,5.4,2024-01-26 08:00:00,0,20
306,1028,electronics,308.95,2024-01-26 10:00:00,1,10
307,1060,clothing,98.73,2024-01-26 12:00:00,0,0
308,1110,electronics,168.36,2024-01-26 14:00:00,0,5
309,1063,clothing,1.05,2024-01-26 16:00:00,0,5
310,1021,books,8.42,2024-01-26 18:00:00,0,10
311,1133,clothing,113.89,2024-01-26 20:00:00,0,10
312,1134,electronics,2.19,2024-01-26 22:00:00,0,10
313,1023,books,61.38,2024-01-27 00:00:00,0,10
314,1056,electronics,20.36,2024-01-27 02:00:00,0,20
315,1048,clothing,30.0,2024-01-27 04:00:00,0,20
316,1131,electronics,99.84,2024-01-27 06:00:00,0,10
317,1146,electronics,21.84,2024-01-27 08:00:00,0,20
318,1145,books,30.24,2024-01-27 10:00:00,0,20
319,1187,sports,77.0,2024-01-27 12:00:00,0,20
320,1153,home,14.0,2024-01-27 14:00:00,0,5
321,1064,electronics,97.58,2024-01-27 16:00:00,0,10
322,1021,electronics,150.79,2024-01-27 18:00:00,0,5
323,1122,clothing,191.35,2024-01-27 20:00:00,0,0
324,1183,home,60.21,2024-01-27 22:00:00,0,0
325,1195,home,20.14,2024-01-28 00:00:00,0,15
326,1046,sports,14.64,2024-01-28 02:00:00,0,10
327,1047,clothing,14.4,2024-01-28 04:00:00,0,20
328,1007,electronics,2.75,2024-01-28 06:00:00,0,15
329,1028,electronics,107.87,2024-01-28 08:00:00,1,0
330,1110,electronics,53.55,2024-01-28 10:00:00,0,20
331,1109,electronics,175.08,2024-01-28 12:00:00,0,10
332,1074,sports,10.21,2024-01-28 14:00:00,0,10
333,1061,clothing,243.61,2024-01-28 16:00:00,0,20
334,1165,sports,45.99,2024-01-28 18:00:00,0,15
335,1092,books,9.38,2024-01-28 20:00:00,0,0
336,1161,books,1.5,2024-01-28 22:00:00,0,0
337,1192,books,17.67,2024-01-29 00:00:00,0,10
338,1063,sports,151.8,2024-01-29 02:00:00,1,0
339,1040,electronics,17.64,2024-01-29 04:00:00,0,0
340,1190,electronics,98.22,2024-01-29 06:00:00,0,15
341,1126,books,6.48,2024-01-29 08:00:00,0,0
342,1058,clothing,46.65,2024-01-29 10:00:00,0,0
343,1124,books,78.5,2024-01-29 12:00:00,0,10
344,1103,home,139.9,2024-01-29 14:00:00,1,0
345,1181,books,86.16,2024-01-29 16:00:00,1,5
346,1051,clothing,3.7,2024-01-29 18:00:00,0,20
347,1198,clothing,120.43,2024-01-29 20:00:00,0,15
348,1187,home,0.43,2024-01-29 22:00:00,0,20
349,1036,clothing,15.88,2024-01-30 00:00:00,0,5
350,1032,books,192.2,2024-01-30 02:00:00,0,15
351,1106,books,100.03,2024-01-30 04:00:00,0,5
352,1008,home,93.64,2024-01-30 06:00:00,0,5
353,1059,home,55.75,2024-01-30 08:00:00,0,0
354,1087,books,96.97,2024-01-30 10:00:00,0,20
355,1193,clothing,16.04,2024-01-30 12:00:00,0,0
356,1198,clothing,61.62,2024-01-30 14:00:00,1,5
357,1030,books,35.52,2024-01-30 16:00:00,0,10
358,1178,clothing,31.58,2024-01-30 18:00:00,0,10
359,1018,home,85.36,2024-01-30 20:00:00,0,5
360,1149,clothing,23.15,2024-01-30 22:00:00,0,5
361,1169,home,76.68,2024-01-31 00:00:00,0,5
362,1178,home,41.9,2024-01-31 02:00:00,0,20
363,1044,sports,395.34,2024-01-31 04:00:00,0,10
364,1178,electronics,21.35,2024-01-31 06:00:00,0,20
365,1023,home,5.85,2024-01-31 08:00:00,0,20
366,1103,electronics,177.28,2024-01-31 10:00:00,0,15
367,1093,clothing,273.17,2024-01-31 12:00:00,1,20
368,1063,electronics,89.98,2024-01-31 14:00:00,0,0
369,1004,electronics,3.71,2024-01-31 16:00:00,0,20
370,1154,electronics,1.47,2024-01-31 18:00:00,0,10
371,1067,electronics,8.65,2024-01-31 20:00:00,0,15
372,1132,sports,169.37,2024-01-31 22:00:00,0,5
373,1082,electronics,281.85,2024-02-01 00:00:00,0,0
374,1074,clothing,12.28,2024-02-01 02:00:00,0,20
375,1177,home,13.99,2024-02-01 04:00:00,0,10
376,1018,sports,17.38,2024-02-01 06:00:00,1,0
377,1147,sports,155.69,2024-02-01 08:00:00,0,15
378,1149,electronics,78.36,2024-02-01 10:00:00,0,0
379,1075,sports,74.28,2024-02-01 12:00:00,0,10
380,1052,home,0.77,2024-02-01 14:00:00,0,15
381,1001,electronics,48.79,2024-02-01 16:00:00,0,15
382,1187,books,53.66,2024-02-01 18:00:00,0,10
383,1189,sports,21.69,2024-02-01 20:00:00,0,5
384,1048,clothing,3.68,2024-02-01 22:00:00,0,20
385,1006,electronics,84.72,2024-02-02 00:00:00,1,0
386,1024,sports,82.12,2024-02-02 02:00:00,0,0
387,1013,sports,28.96,2024-02-02 04:00:00,0,0
388,1166,sports,142.1,2024-02-02 06:00:00,0,20
389,1178,sports,131.31,2024-02-02 08:00:00,0,10
390,1030,sports,105.27,2024-02-02 10:00:00,0,0
391,1149,books,50.73,2024-02-02 12:00:00,0,0
392,1035,electronics,386.76,2024-02-02 14:00:00,0,0
393,1073,home,23.62,2024-02-02 16:00:00,0,20
394,1119,clothing,51.81,2024-02-02 18:00:00,0,10
395,1143,books,156.3,2024-02-02 20:00:00,0,0
396,1174,home,114.37,2024-02-02 22:00:00,0,5
397,1008,sports,55.4,2024-02-03 00:00:00,0,15
398,1039,clothing,74.14,2024-02-03 02:00:00,0,10
399,1056,clothing,133.56,2024-02-03 04:00:00,0,20
400,1062,home,49.62,2024-02-03 06:00:00,1,0
401,1199,electronics,9.9,2024-02-03 08:00:00,0,0
402,1155,books,20.01,2024-02-03 10:00:00,0,0
403,1064,home,63.84,2024-02-03 12:00:00,0,5
404,1194,books,4.25,2024-02-03 14:00:00,0,15
405,1099,clothing,85.95,2024-02-03 16:00:00,0,15
406,1100,sports,6.82,2024-02-03 18:00:00,0,5
407,1086,clothing,33.45,2024-02-03 20:00:00,0,15
408,1028,home,82.74,2024-02-03 22:00:00,0,15
409,1186,books,15.45,2024-02-04 00:00:00,0,0
410,1002,electronics,58.33,2024-02-04 02:00:00,0,15
411,1034,books,446.86,2024-02-04 04:00:00,0,10
412,1045,electronics,5.51,2024-02-04 06:00:00,0,0
413,1055,sports,78.56,2024-02-04 08:00:00,0,5
414,1026,home,86.32,2024-02-04 10:00:00,0,15
415,1003,clothing,88.1,2024-02-04 12:00:00,0,15
416,1135,books,239.08,2024-02-04 14:00:00,0,5
417,1193,home,101.12,2024-02-04 16:00:00,0,15
418,1024,clothing,265.72,2024-02-04 18:00:00,0,5
419,1059,clothing,56.09,2024-02-04 20:00:00,0,10
420,1101,books,58.35,2024-02-04 22:00:00,0,0
421,1185,clothing,292.87,2024-02-05 00:00:00,0,20
422,1138,home,75.6,2024-02-05 02:00:00,0,20
423,1153,electronics,27.06,2024-02-05 04:00:00,0,0
424,1116,sports,118.41,2024-02-05 06:00:00,0,10
425,1083,clothing,81.74,2024-02-05 08:00:00,0,15
426,1039,books,104.9,2024-02-05 10:00:00,0,10
427,1172,electronics,75.38,2024-02-05 12:00:00,1,5
428,1160,clothing,151.08,2024-02-05 14:00:00,0,20
429,1005,home,39.51,2024-02-05 16:00:00,0,5
430,1143,clothing,15.6,2024-02-05 18:00:00,0,5
431,1016,electronics,20.4,2024-02-05 20:00:00,0,5
432,1147,books,102.91,2024-02-05 22:00:00,0,20
433,1165,electronics,80.57,2024-02-06 00:00:00,0,10
434,1026,clothing,249.01,2024-02-06 02:00:00,0,15
435,1086,books,61.5,2024-02-06 04:00:00,0,20
436,1024,books,26.13,2024-02-06 06:00:00,0,20
437,1113,home,346.63,2024-02-06 08:00:00,0,20
438,1185,home,210.09,2024-02-06 10:00:00,0,20
439,1016,sports,139.97,2024-02-06 12:00:00,0,20
440,1079,electronics,187.84,2024-02-06 14:00:00,0,20
441,1194,clothing,43.09,2024-02-06 16:00:00,0,15
442,1060,electronics,24.5,2024-02-06 18:00:00,0,0
443,1026,electronics,33.25,2024-02-06 20:00:00,0,0
444,1097,clothing,181.94,2024-02-06 22:00:00,0,15
445,1101,books,123.45,2024-02-07 00:00:00,0,5
446,1132,sports,5.14,2024-02-07 02:00:00,0,20
447,1062,home,95.09,2024-02-07 04:00:00,0,20
448,1191,home,28.32,2024-02-07 06:00:00,0,15
449,1104,home,272.73,2024-02-07 08:00:00,0,15
450,1057,electronics,128.11,2024-02-07 10:00:00,0,5
451,1192,sports,91.88,2024-02-07 12:00:00,0,10
452,1184,sports,64.46,2024-02-07 14:00:00,0,20
453,1099,electronics,17.4,2024-02-07 16:00:00,0,20
454,1004,books,101.65,2024-02-07 18:00:00,0,5
455,1119,sports,63.45,2024-02-07 20:00:00,0,20
456,1111,books,149.57,2024-02-07 22:00:00,0,10
457,1029,sports,34.13,2024-02-08 00:00:00,0,20
458,1126,sports,91.51,2024-02-08 02:00:00,0,10
459,1168,books,8.96,2024-02-08 04:00:00,0,15
460,1021,electronics,19.4,2024-02-08 06:00:00,0,0
461,1144,clothing,18.65,2024-02-08 08:00:00,0,5
462,1028,clothing,36.4,2024-02-08 10:00:00,0,15
463,1149,books,167.89,2024-02-08 12:00:00,0,20
464,1083,books,52.36,2024-02-08 14:00:00,0,0
465,1001,books,62.36,2024-02-08 16:00:00,0,0
466,1193,electronics,6.94,2024-02-08 18:00:00,0,15
467,1033,clothing,50.14,2024-02-08 20:00:00,1,10
468,1119,home,54.98,2024-02-08 22:00:00,1,20
469,1036,electronics,34.38,2024-02-09 00:00:00,0,0
470,1186,clothing,88.43,2024-02-09 02:00:00,0,5
471,1147,sports,56.87,2024-02-09 04:00:00,0,0
472,1160,electronics,14.81,2024-02-09 06:00:00,0,15
473,1086,books,75.38,2024-02-09 08:00:00,0,20
474,1093,clothing,57.94,2024-02-09 10:00:00,0,0
475,1126,electronics,34.34,2024-02-09 12:00:00,0,5
476,1156,books,2.23,2024-02-09 14:00:00,0,20
477,1169,books,43.97,2024-02-09 16:00:00,1,0
478,1003,electronics,199.62,2024-02-09 18:00:00,0,20
479,1132,electronics,149.07,2024-02-09 20:00:00,1,20
480,1021,electronics,71.06,2024-02-09 22:00:00,0,0
